index,Source airport,Destination airport
7852,CMH,YYZ
7853,COO,ABJ
7854,CPH,AMS
7855,CPH,OSL
7856,CPH,VNO
7857,CPH,WAW
7858,CPH,YYZ
7859,CUN,YUL
7860,CUN,YYC
7861,CUN,YYZ
7862,CVG,YYZ
7863,CZM,YUL
7864,DCA,YOW
7865,DCA,YUL
7866,DCA,YYZ
7867,DEL,BRU
7868,DEN,ATL
7869,DEN,MSY
7870,DEN,YEG
7871,DEN,YMM
7872,DEN,YQR
7873,DEN,YUL
7874,DEN,YVR
7875,DEN,YWG
7876,DEN,YXE
7877,DEN,YYC
7878,DEN,YYZ
7879,DFW,YYZ
7880,DKR,BRU
7881,DKR,CKY
7882,DLA,BRU
7883,DLA,FIH
7884,DOH,BAH
7885,DOH,FRA
7886,DTW,YYZ
7887,DUB,YYZ
7888,EBB,BRU
7889,EWR,MSY
7890,EWR,YEG
7891,EWR,YUL
7892,EWR,YVR
7893,EWR,YYC
7894,EWR,YYZ
7895,EZE,SCL
7896,FCO,YYZ
7897,FDF,YUL
7898,FIH,BRU
7899,FIH,DLA
7900,FLL,YUL
7901,FLL,YYZ
7902,FRA,DOH
7903,FRA,JED
7904,FRA,LCA
7905,FRA,NAP
7906,FRA,VLC
7907,FRA,VNO
7908,FRA,YOW
7909,FRA,YUL
7910,FRA,YVR
7911,FRA,YYC
7912,FRA,YYZ
7913,GCM,YYZ
7914,GDN,CPH
7915,GGT,YYZ
7916,GND,YYZ
7917,GRU,YYZ
7918,GVA,YUL
7919,HAV,YYZ
7920,HKG,YVR
7921,HKG,YYZ
7922,HND,YVR
7923,HNL,YVR
7924,HOG,YUL
7925,HOG,YYZ
7926,IAD,MSY
7927,IAD,YOW
7928,IAD,YUL
7929,IAD,YYZ
7930,IAH,MSY
7931,IAH,YEG
7932,IAH,YUL
7933,IAH,YYC
7934,IAH,YYZ
7935,ICN,BKK
7936,ICN,YVR
7937,IND,YYZ
7938,IST,YYZ
7939,JED,ADD
7940,JED,FRA
7941,JED,IST
7942,JFK,YYZ
7943,KGL,EBB
7944,KGL,NBO
7945,KIN,YYZ
7946,LAD,FIH
7947,LAS,YUL
7948,LAS,YVR
7949,LAS,YYC
7950,LAS,YYZ
7951,LAX,YLW
7952,LAX,YUL
7953,LAX,YVR
7954,LAX,YYC
7955,LAX,YYZ
7956,LCA,FRA
7957,LGA,YOW
7958,LGA,YUL
7959,LGA,YYZ
7960,LHR,YEG
7961,LHR,YHZ
7962,LHR,YOW
7963,LHR,YUL
7964,LHR,YVR
7965,LHR,YYC
7966,LHR,YYT
7967,LHR,YYZ
7968,LIM,YYZ
7969,LIR,YYZ
7970,MBJ,YHZ
7971,MBJ,YUL
7972,MBJ,YYZ
7973,MCI,YYZ
7974,MCO,YUL
7975,MCO,YYZ
7976,MDT,YYZ
7977,MEX,YVR
7978,MEX,YYZ
7979,MIA,GUA
7980,MIA,YYZ
7981,MKE,YYZ
7982,MSP,YYZ
7983,MSY,DEN
7984,MSY,EWR
7985,MSY,IAD
7986,MSY,IAH
7987,MSY,ORD
7988,MSY,YYZ
7989,MUC,SOF
7990,MUC,YUL
7991,MUC,YVR
7992,MUC,YYZ
7993,NAP,FRA
7994,NAS,YYZ
7995,NBO,BRU
7996,NRT,BKK
7997,NRT,YVR
7998,NRT,YYC
7999,NRT,YYZ
8000,OGG,YVR
8001,ORD,MSY
8002,ORD,YEG
8003,ORD,YHZ
8004,ORD,YOW
8005,ORD,YQB
8006,ORD,YQR
8007,ORD,YUL
8008,ORD,YVR
8009,ORD,YWG
8010,ORD,YXU
8011,ORD,YYC
8012,ORD,YYZ
8013,OUA,ABJ
8014,OUA,BRU
8015,PAP,YUL
8016,PDX,YVR
8017,PDX,YYC
8018,PEK,YVR
8019,PEK,YYZ
8020,PHL,YYZ
8021,PHX,YYZ
8022,PIT,YYZ
8023,PLS,YUL
8024,PLS,YYZ
8025,POP,YHZ
8026,POP,YYZ
8027,PTP,YUL
8028,PUJ,YUL
8029,PUJ,YYZ
8030,PVG,YVR
8031,PVG,YYZ
8032,PVR,YVR
8033,PVR,YYC
8034,RDU,YYZ
8035,ROC,YYZ
8036,RSW,YYZ
8037,SAN,YYZ
8038,SCL,EZE
8039,SCL,YYZ
8040,SEA,YVR
8041,SEA,YYZ
8042,SFO,YEG
8043,SFO,YUL
8044,SFO,YVR
8045,SFO,YYC
8046,SFO,YYJ
8047,SFO,YYZ
8048,SJD,YYC
8049,SJO,YYZ
8050,SNU,YHZ
8051,SNU,YUL
8052,SNU,YYZ
8053,STL,YYZ
8054,SYD,YVR
8055,SYR,YYZ
8056,TLV,YUL
8057,TLV,YYZ
8058,TPA,YYZ
8059,TRD,CPH
8060,UVF,YYZ
8061,VIE,YYZ
8062,VLC,FRA
8063,VNO,CPH
8064,VNO,FRA
8065,VRA,YUL
8066,VRA,YYC
8067,VRA,YYZ
8068,WAW,CPH
8069,WAW,YYZ
8070,YAM,YYZ
8071,YBC,YUL
8072,YBC,YYY
8073,YBG,YUL
8074,YBL,YQQ
8075,YCD,YVR
8076,YCG,YVR
8077,YCG,YYC
8078,YDF,YHZ
8079,YDF,YYR
8080,YDF,YYT
8081,YDF,YYZ
8082,YEG,DEN
8083,YEG,EWR
8084,YEG,IAH
8085,YEG,LHR
8086,YEG,ORD
8087,YEG,SFO
8088,YEG,YMM
8089,YEG,YOW
8090,YEG,YQR
8091,YEG,YQU
8092,YEG,YUL
8093,YEG,YVR
8094,YEG,YWG
8095,YEG,YXE
8096,YEG,YYC
8097,YEG,YYZ
8098,YEG,YZF
8099,YFC,YHZ
8100,YFC,YOW
8101,YFC,YUL
8102,YFC,YYZ
8103,YGK,YYZ
8104,YGP,YGR
8105,YGP,YQB
8106,YGR,YGP
8107,YHZ,BOS
8108,YHZ,LHR
8109,YHZ,ORD
8110,YHZ,YDF
8111,YHZ,YFC
8112,YHZ,YOW
8113,YHZ,YQM
8114,YHZ,YQX
8115,YHZ,YQY
8116,YHZ,YSJ
8117,YHZ,YUL
8118,YHZ,YYG
8119,YHZ,YYR
8120,YHZ,YYT
8121,YHZ,YYZ
8122,YKA,YVR
8123,YKA,YYC
8124,YLW,LAX
8125,YLW,YVR
8126,YLW,YYC
8127,YMM,DEN
8128,YMM,YEG
8129,YMM,YVR
8130,YMM,YYC
8131,YMM,YYZ
8132,YOW,BOS
8133,YOW,DCA
8134,YOW,FRA
8135,YOW,IAD
8136,YOW,LGA
8137,YOW,LHR
8138,YOW,ORD
8139,YOW,YEG
8140,YOW,YFC
8141,YOW,YHZ
8142,YOW,YQB
8143,YOW,YQM
8144,YOW,YUL
8145,YOW,YVR
8146,YOW,YWG
8147,YOW,YXU
8148,YOW,YYC
8149,YOW,YYT
8150,YOW,YYZ
8151,YPR,YVR
8152,YQB,ORD
8153,YQB,YGP
8154,YQB,YOW
8155,YQB,YUL
8156,YQB,YYZ
8157,YQB,YZV
8158,YQF,YYC
8159,YQG,YYZ
8160,YQL,YYC
8161,YQM,YHZ
8162,YQM,YOW
8163,YQM,YUL
8164,YQM,YYZ
8165,YQQ,YVR
8166,YQR,DEN
8167,YQR,ORD
8168,YQR,YEG
8169,YQR,YVR
8170,YQR,YWG
8171,YQR,YYC
8172,YQR,YYZ
8173,YQT,YWG
8174,YQT,YYZ
8175,YQU,YEG
8176,YQU,YYC
8177,YQX,YHZ
8178,YQX,YYR
8179,YQX,YYT
8180,YQY,YHZ
8181,YQY,YYZ
8182,YQZ,YVR
8183,YQZ,YWL
8184,YSB,YYZ
8185,YSJ,YHZ
8186,YSJ,YUL
8187,YSJ,YYZ
8188,YTS,YYZ
8189,YTZ,YUL
8190,YUL,AZS
8191,YUL,BDL
8192,YUL,BOS
8193,YUL,BRU
8194,YUL,CCC
8195,YUL,CDG
8196,YUL,CUN
8197,YUL,CZM
8198,YUL,DCA
8199,YUL,DEN
8200,YUL,EWR
8201,YUL,FDF
8202,YUL,FLL
8203,YUL,FRA
8204,YUL,GVA
8205,YUL,HOG
8206,YUL,IAD
8207,YUL,IAH
8208,YUL,LAS
8209,YUL,LAX
8210,YUL,LGA
8211,YUL,LHR
8212,YUL,MBJ
8213,YUL,MCO
8214,YUL,MUC
8215,YUL,ORD
8216,YUL,PAP
8217,YUL,PTP
8218,YUL,PUJ
8219,YUL,SFO
8220,YUL,SNU
8221,YUL,VRA
8222,YUL,YBC
8223,YUL,YBG
8224,YUL,YEG
8225,YUL,YFC
8226,YUL,YHZ
8227,YUL,YOW
8228,YUL,YQB
8229,YUL,YQM
8230,YUL,YSJ
8231,YUL,YTZ
8232,YUL,YUY
8233,YUL,YVO
8234,YUL,YVR
8235,YUL,YWG
8236,YUL,YYC
8237,YUL,YYG
8238,YUL,YYT
8239,YUL,YYY
8240,YUL,YYZ
8241,YUL,YZV
8242,YUL,ZBF
8243,YUL,ZRH
8244,YUL,ZSA
8245,YUY,YUL
8246,YUY,YVO
8247,YVO,YUL
8248,YVO,YUY
8249,YVR,AKL
8250,YVR,DEN
8251,YVR,EWR
8252,YVR,FRA
8253,YVR,HKG
8254,YVR,HND
8255,YVR,HNL
8256,YVR,ICN
8257,YVR,LAS
8258,YVR,LAX
8259,YVR,LHR
8260,YVR,MEX
8261,YVR,MUC
8262,YVR,NRT
8263,YVR,OGG
8264,YVR,ORD
8265,YVR,PDX
8266,YVR,PEK
8267,YVR,PVG
8268,YVR,PVR
8269,YVR,SEA
8270,YVR,SFO
8271,YVR,SYD
8272,YVR,YBL
8273,YVR,YCD
8274,YVR,YCG
8275,YVR,YEG
8276,YVR,YKA
8277,YVR,YLW
8278,YVR,YMM
8279,YVR,YOW
8280,YVR,YPR
8281,YVR,YQR
8282,YVR,YQZ
8283,YVR,YUL
8284,YVR,YWG
8285,YVR,YWL
8286,YVR,YXC
8287,YVR,YXE
8288,YVR,YXJ
8289,YVR,YXS
8290,YVR,YXT
8291,YVR,YXY
8292,YVR,YYC
8293,YVR,YYD
8294,YVR,YYF
8295,YVR,YYJ
8296,YVR,YYZ
8297,YVR,YZP
8298,YWG,DEN
8299,YWG,ORD
8300,YWG,YEG
8301,YWG,YOW
8302,YWG,YQR
8303,YWG,YQT
8304,YWG,YUL
8305,YWG,YVR
8306,YWG,YXE
8307,YWG,YYC
8308,YWG,YYZ
8309,YWK,YYR
8310,YWK,YZV
8311,YWL,YQZ
8312,YWL,YVR
8313,YXC,YVR
8314,YXC,YYC
8315,YXE,DEN
8316,YXE,YEG
8317,YXE,YVR
8318,YXE,YWG
8319,YXE,YYC
8320,YXE,YYZ
8321,YXH,YYC
8322,YXJ,YVR
8323,YXS,YVR
8324,YXT,YVR
8325,YXU,ORD
8326,YXU,YOW
8327,YXU,YYZ
8328,YXY,YVR
8329,YYB,YYZ
8330,YYC,CUN
8331,YYC,DEN
8332,YYC,EWR
8333,YYC,FRA
8334,YYC,IAH
8335,YYC,LAS
8336,YYC,LAX
8337,YYC,LHR
8338,YYC,NRT
8339,YYC,ORD
8340,YYC,PDX
8341,YYC,PVR
8342,YYC,SFO
8343,YYC,SJD
8344,YYC,VRA
8345,YYC,YCG
8346,YYC,YEG
8347,YYC,YKA
8348,YYC,YLW
8349,YYC,YMM
8350,YYC,YOW
8351,YYC,YQF
8352,YYC,YQL
8353,YYC,YQR
8354,YYC,YQU
8355,YYC,YUL
8356,YYC,YVR
8357,YYC,YWG
8358,YYC,YXC
8359,YYC,YXE
8360,YYC,YXH
8361,YYC,YYJ
8362,YYC,YYZ
8363,YYC,YZF
8364,YYD,YVR
8365,YYF,YVR
8366,YYG,YHZ
8367,YYG,YUL
8368,YYG,YYZ
8369,YYJ,SFO
8370,YYJ,YVR
8371,YYJ,YYC
8372,YYJ,YYZ
8373,YYR,YDF
8374,YYR,YHZ
8375,YYR,YQX
8376,YYR,YWK
8377,YYR,YYT
8378,YYT,LHR
8379,YYT,YDF
8380,YYT,YHZ
8381,YYT,YOW
8382,YYT,YQX
8383,YYT,YUL
8384,YYT,YYR
8385,YYT,YYZ
8386,YYY,YBC
8387,YYY,YUL
8388,YYZ,ANU
8389,YYZ,ATL
8390,YYZ,AUA
8391,YYZ,AUH
8392,YYZ,AZS
8393,YYZ,BCN
8394,YYZ,BDA
8395,YYZ,BDL
8396,YYZ,BGI
8397,YYZ,BNA
8398,YYZ,BOG
8399,YYZ,BOS
8400,YYZ,BWI
8401,YYZ,CCC
8402,YYZ,CDG
8403,YYZ,CLE
8404,YYZ,CLT
8405,YYZ,CMH
8406,YYZ,CPH
8407,YYZ,CUN
8408,YYZ,CVG
8409,YYZ,DCA
8410,YYZ,DEN
8411,YYZ,DFW
8412,YYZ,DTW
8413,YYZ,DUB
8414,YYZ,EWR
8415,YYZ,FCO
8416,YYZ,FLL
8417,YYZ,FRA
8418,YYZ,GCM
8419,YYZ,GGT
8420,YYZ,GND
8421,YYZ,GRU
8422,YYZ,HAV
8423,YYZ,HKG
8424,YYZ,HOG
8425,YYZ,IAD
8426,YYZ,IAH
8427,YYZ,IND
8428,YYZ,IST
8429,YYZ,JFK
8430,YYZ,KIN
8431,YYZ,LAS
8432,YYZ,LAX
8433,YYZ,LGA
8434,YYZ,LHR
8435,YYZ,LIM
8436,YYZ,LIR
8437,YYZ,MBJ
8438,YYZ,MCI
8439,YYZ,MCO
8440,YYZ,MDT
8441,YYZ,MEX
8442,YYZ,MIA
8443,YYZ,MKE
8444,YYZ,MSP
8445,YYZ,MSY
8446,YYZ,MUC
8447,YYZ,NAS
8448,YYZ,NRT
8449,YYZ,ORD
8450,YYZ,PEK
8451,YYZ,PHL
8452,YYZ,PHX
8453,YYZ,PIT
8454,YYZ,PLS
8455,YYZ,POP
8456,YYZ,PUJ
8457,YYZ,PVG
8458,YYZ,RDU
8459,YYZ,ROC
8460,YYZ,RSW
8461,YYZ,SAN
8462,YYZ,SCL
8463,YYZ,SEA
8464,YYZ,SFO
8465,YYZ,SJO
8466,YYZ,SNU
8467,YYZ,STL
8468,YYZ,SYR
8469,YYZ,TLV
8470,YYZ,TPA
8471,YYZ,UVF
8472,YYZ,VIE
8473,YYZ,VRA
8474,YYZ,WAW
8475,YYZ,YAM
8476,YYZ,YDF
8477,YYZ,YEG
8478,YYZ,YFC
8479,YYZ,YGK
8480,YYZ,YHZ
8481,YYZ,YMM
8482,YYZ,YOW
8483,YYZ,YQB
8484,YYZ,YQG
8485,YYZ,YQM
8486,YYZ,YQR
8487,YYZ,YQT
8488,YYZ,YQY
8489,YYZ,YSB
8490,YYZ,YSJ
8491,YYZ,YTS
8492,YYZ,YUL
8493,YYZ,YVR
8494,YYZ,YWG
8495,YYZ,YXE
8496,YYZ,YXU
8497,YYZ,YYB
8498,YYZ,YYC
8499,YYZ,YYG
8500,YYZ,YYJ
8501,YYZ,YYT
8502,YYZ,YZR
8503,YYZ,ZRH
8504,YZF,YEG
8505,YZF,YYC
8506,YZP,YVR
8507,YZR,YYZ
8508,YZV,YQB
8509,YZV,YUL
8510,YZV,YWK
8511,ZBF,YUL
8512,ZRH,YUL
8513,ZRH,YYZ
8514,ZSA,PLS
8515,AAX,POJ
8516,AFL,CGB
8517,AJU,MCZ
8518,AJU,REC
8519,AJU,SSA
8520,AJU,VCP
8521,AQA,VCP
8522,ARU,GRU
8523,ARU,VCP
8524,ATM,BEL
8525,ATM,STM
8526,AUX,BSB
8527,AUX,MAB
8528,AUX,PMW
8529,BAZ,MAO
8530,BEL,ATM
8531,BEL,CKS
8532,BEL,CNF
8533,BEL,FOR
8534,BEL,IMP
8535,BEL,MAB
8536,BEL,MAO
8537,BEL,MCP
8538,BEL,STM
8539,BPS,CNF
8540,BPS,SDU
8541,BPS,SSA
8542,BPS,VCP
8543,BRA,BSB
8544,BRA,SSA
8545,BSB,AUX
8546,BSB,BRA
8547,BSB,CGB
8548,BSB,CNF
8549,BSB,GRU
8550,BSB,MAB
8551,BSB,PMW
8552,BSB,UDI
8553,BSB,VCP
8554,BVB,MAO
8555,BVH,CGB
8556,BYO,VCP
8557,CAC,CWB
8558,CAC,VCP
8559,CAW,SDU
8560,CCM,VCP
8561,CFB,PLU
8562,CFB,VCP
8563,CGB,AFL
8564,CGB,BSB
8565,CGB,BVH
8566,CGB,CGR
8567,CGB,CNF
8568,CGB,GRU
8569,CGB,GYN
8570,CGB,JPR
8571,CGB,LDB
8572,CGB,MGF
8573,CGB,OAL
8574,CGB,OPS
8575,CGB,PVH
8576,CGB,ROO
8577,CGB,SJP
8578,CGB,VCP
8579,CGH,SDU
8580,CGR,CGB
8581,CGR,CMG
8582,CGR,GRU
8583,CGR,VCP
8584,CIZ,MAO
8585,CKS,BEL
8586,CKS,CNF
8587,CKS,MAB
8588,CLV,VCP
8589,CMG,CGR
8590,CNF,BEL
8591,CNF,BPS
8592,CNF,BSB
8593,CNF,CGB
8594,CNF,CKS
8595,CNF,CPV
8596,CNF,CWB
8597,CNF,FOR
8598,CNF,GRU
8599,CNF,GYN
8600,CNF,IMP
8601,CNF,IPN
8602,CNF,IZA
8603,CNF,MAO
8604,CNF,MOC
8605,CNF,POA
8606,CNF,RAO
8607,CNF,REC
8608,CNF,SDU
8609,CNF,SLZ
8610,CNF,SSA
8611,CNF,UBA
8612,CNF,UDI
8613,CNF,VCP
8614,CNF,VDC
8615,CNF,VIX
8616,CPV,PNZ
8617,CWB,CAC
8618,CWB,CNF
8619,CWB,CXJ
8620,CWB,GRU
8621,CWB,IGU
8622,CWB,LDB
8623,CWB,MGF
8624,CWB,POA
8625,CWB,SDU
8626,CWB,VCP
8627,CXJ,CWB
8628,CXJ,VCP
8629,DOU,VCP
8630,ERN,TFF
8631,FEN,NAT
8632,FEN,REC
8633,FLN,VCP
8634,FOR,BEL
8635,FOR,CNF
8636,FOR,JPA
8637,FOR,NAT
8638,FOR,PHB
8639,FOR,REC
8640,FOR,SLZ
8641,FOR,THE
8642,FOR,VCP
8643,GIG,VCP
8644,GRU,ARU
8645,GRU,BSB
8646,GRU,CGB
8647,GRU,CGR
8648,GRU,CNF
8649,GRU,CWB
8650,GRU,GYN
8651,GRU,IOS
8652,GRU,IPN
8653,GRU,NVT
8654,GRU,PLU
8655,GRU,POA
8656,GRU,REC
8657,GRU,SDU
8658,GRU,SSA
8659,GVR,PLU
8660,GYN,CGB
8661,GYN,CNF
8662,GYN,GRU
8663,GYN,PMW
8664,GYN,SDU
8665,GYN,VCP
8666,IGU,CWB
8667,IGU,POA
8668,IGU,VCP
8669,IMP,BEL
8670,IMP,CNF
8671,IOS,GRU
8672,IOS,SSA
8673,IOS,VCP
8674,IPN,CNF
8675,IPN,GRU
8676,IPN,PLU
8677,IRZ,TFF
8678,ITB,STM
8679,IZA,CNF
8680,IZA,VCP
8681,JDO,VCP
8682,JOI,POA
8683,JOI,VCP
8684,JPA,FOR
8685,JPA,SSA
8686,JPA,VCP
8687,JPR,CGB
8688,JTC,MII
8689,JTC,VCP
8690,LDB,CGB
8691,LDB,CWB
8692,LDB,MGF
8693,LDB,POA
8694,LDB,VCP
8695,LEC,SSA
8696,MAB,AUX
8697,MAB,BEL
8698,MAB,BSB
8699,MAB,CKS
8700,MAB,TUR
8701,MAO,BAZ
8702,MAO,BEL
8703,MAO,BVB
8704,MAO,CIZ
8705,MAO,CNF
8706,MAO,PIN
8707,MAO,PVH
8708,MAO,STM
8709,MAO,TBT
8710,MAO,TFF
8711,MAO,VCP
8712,MCP,BEL
8713,MCZ,AJU
8714,MCZ,REC
8715,MCZ,VCP
8716,MEA,SDU
8717,MEA,VCP
8718,MGF,CGB
8719,MGF,CWB
8720,MGF,LDB
8721,MGF,POA
8722,MGF,VCP
8723,MII,JTC
8724,MII,VCP
8725,MOC,CNF
8726,MOC,PLU
8727,NAT,CNF
8728,NAT,FEN
8729,NAT,REC
8730,NAT,VCP
8731,NVT,GRU
8732,NVT,POA
8733,NVT,VCP
8734,OAL,CGB
8735,OLC,TFF
8736,OPS,CGB
8737,PAV,SSA
8738,PET,POA
8739,PFB,POA
8740,PFB,VCP
8741,PHB,FOR
8742,PHB,THE
8743,PIN,MAO
8744,PLU,AAX
8745,PLU,CFB
8746,PLU,GRU
8747,PLU,GVR
8748,PLU,IPN
8749,PLU,MOC
8750,PLU,POJ
8751,PLU,SJK
8752,PLU,UDI
8753,PLU,VCP
8754,PLU,VDC
8755,PMW,AUX
8756,PMW,BSB
8757,PMW,GYN
8758,PNZ,CNF
8759,POA,CNF
8760,POA,CWB
8761,POA,GRU
8762,POA,IGU
8763,POA,JOI
8764,POA,LDB
8765,POA,MGF
8766,POA,NVT
8767,POA,PET
8768,POA,PFB
8769,POA,RIA
8770,POA,SDU
8771,POA,VCP
8772,POA,XAP
8773,POJ,PLU
8774,PPB,VCP
8775,PVH,CGB
8776,PVH,MAO
8777,PVH,RBR
8778,RAO,CNF
8779,RAO,SJP
8780,RAO,VCP
8781,RBR,PVH
8782,REC,AJU
8783,REC,CNF
8784,REC,FEN
8785,REC,FOR
8786,REC,GRU
8787,REC,MCZ
8788,REC,NAT
8789,REC,SSA
8790,REC,THE
8791,REC,VCP
8792,RIA,POA
8793,ROO,CGB
8794,RVD,VCP
8795,SDU,BPS
8796,SDU,CAW
8797,SDU,CGH
8798,SDU,CNF
8799,SDU,CWB
8800,SDU,GRU
8801,SDU,GYN
8802,SDU,MEA
8803,SDU,POA
8804,SDU,SJK
8805,SDU,VCP
8806,SDU,VIX
8807,SJK,PLU
8808,SJK,SDU
8809,SJL,TFF
8810,SJP,CGB
8811,SJP,RAO
8812,SJP,VCP
8813,SLZ,CNF
8814,SLZ,FOR
8815,SLZ,THE
8816,SSA,AJU
8817,SSA,BPS
8818,SSA,BRA
8819,SSA,CNF
8820,SSA,GRU
8821,SSA,IOS
8822,SSA,JPA
8823,SSA,LEC
8824,SSA,PAV
8825,SSA,REC
8826,SSA,VCP
8827,SSA,VDC
8828,SSA,VIX
8829,STM,ATM
8830,STM,BEL
8831,STM,ITB
8832,STM,MAO
8833,STM,TMT
8834,TBT,MAO
8835,TFF,ERN
8836,TFF,IRZ
8837,TFF,MAO
8838,TFF,OLC
8839,TFF,SJL
8840,THE,FOR
8841,THE,PHB
8842,THE,REC
8843,THE,SLZ
8844,THE,VCP
8845,TMT,STM
8846,TUR,BEL
8847,UBA,CNF
8848,UBA,VCP
8849,UDI,BSB
8850,UDI,CNF
8851,UDI,PLU
8852,UDI,VCP
8853,VCP,AJU
8854,VCP,AQA
8855,VCP,ARU
8856,VCP,BPS
8857,VCP,BSB
8858,VCP,BYO
8859,VCP,CAC
8860,VCP,CCM
8861,VCP,CFB
8862,VCP,CGB
8863,VCP,CGR
8864,VCP,CLV
8865,VCP,CNF
8866,VCP,CWB
8867,VCP,CXJ
8868,VCP,DOU
8869,VCP,FLN
8870,VCP,FOR
8871,VCP,GIG
8872,VCP,GYN
8873,VCP,IGU
8874,VCP,IOS
8875,VCP,IZA
8876,VCP,JDO
8877,VCP,JOI
8878,VCP,JPA
8879,VCP,JTC
8880,VCP,LDB
8881,VCP,MAO
8882,VCP,MCZ
8883,VCP,MEA
8884,VCP,MGF
8885,VCP,MII
8886,VCP,NAT
8887,VCP,NVT
8888,VCP,PFB
8889,VCP,PLU
8890,VCP,POA
8891,VCP,PPB
8892,VCP,RAO
8893,VCP,REC
8894,VCP,RVD
8895,VCP,SDU
8896,VCP,SJP
8897,VCP,SSA
8898,VCP,THE
8899,VCP,UBA
8900,VCP,UDI
8901,VCP,VIX
8902,VCP,XAP
8903,VDC,CNF
8904,VDC,PLU
8905,VDC,SSA
8906,VIX,CNF
8907,VIX,SDU
8908,VIX,SSA
8909,VIX,VCP
8910,XAP,POA
8911,XAP,VCP
8912,CGO,RMQ
8913,CGO,TPE
8914,CSX,KHH
8915,CSX,TPE
8916,FOC,TSA
8917,HAN,RMQ
8918,HGH,KHH
8919,HGH,RMQ
8920,HKG,RMQ
8921,HUN,KHH
8922,ICN,KHH
8923,KHH,CSX
8924,KHH,HGH
8925,KHH,HUN
8926,KHH,ICN
8927,KHH,XMN
8928,KNH,RMQ
8929,KNH,TSA
8930,LJG,TPE
8931,MXZ,RMQ
8932,MZG,RMQ
8933,MZG,TSA
8934,NGB,RMQ
8935,NGB,TPE
8936,NKG,TPE
8937,OKA,RMQ
8938,RMQ,CGO
8939,RMQ,HAN
8940,RMQ,HGH
8941,RMQ,HKG
8942,RMQ,KNH
8943,RMQ,MXZ
8944,RMQ,MZG
8945,RMQ,NGB
8946,RMQ,OKA
8947,RMQ,SGN
8948,SGN,RMQ
8949,SHE,TPE
8950,TPE,CGO
8951,TPE,CSX
8952,TPE,LJG
8953,TPE,NGB
8954,TPE,NKG
8955,TPE,SHE
8956,TPE,XMN
8957,TPE,YNZ
8958,TSA,FOC
8959,TSA,KNH
8960,TSA,MZG
8961,TSA,TTT
8962,TSA,WNZ
8963,TTT,TSA
8964,WNZ,TSA
8965,XMN,KHH
8966,XMN,TPE
8967,YNZ,TPE
8968,ABE,ATL
8969,ABJ,CDG
8970,ABQ,ATL
8971,ABV,CDG
8972,ABV,PHC
8973,ABY,ATL
8974,ABZ,CDG
8975,AEX,ATL
8976,AGP,CDG
8977,AGS,ATL
8978,AJA,LGG
8979,AJA,LYS
8980,AJA,MRS
8981,AJA,NCE
8982,AJA,NTE
8983,AJA,ORY
8984,AJA,TLS
8985,ALB,ATL
8986,ALG,CDG
8987,ALG,MRS
8988,AMM,CDG
8989,AMS,AUH
8990,AMS,BOD
8991,AMS,BSL
8992,AMS,CDG
8993,AMS,CFE
8994,AMS,DMM
8995,AMS,DOH
8996,AMS,HRE
8997,AMS,JRO
8998,AMS,KGL
8999,AMS,KUL
9000,AMS,KWI
9001,AMS,LCY
9002,AMS,LYS
9003,AMS,MRS
9004,AMS,NCE
9005,AMS,NTE
9006,AMS,SXB
9007,AMS,TLS
9008,AMS,TPE
9009,AMS,UIO
9010,ANR,LCY
9011,ARN,CDG
9012,ATH,CDG
9013,ATH,MRS
9014,ATH,TLS
9015,ATL,ABE
9016,ATL,ABQ
9017,ATL,ABY
9018,ATL,AEX
9019,ATL,AGS
9020,ATL,ALB
9021,ATL,ATW
9022,ATL,AUS
9023,ATL,AVL
9024,ATL,AVP
9025,ATL,BDL
9026,ATL,BHM
9027,ATL,BMI
9028,ATL,BNA
9029,ATL,BOS
9030,ATL,BQK
9031,ATL,BRU
9032,ATL,BTR
9033,ATL,BTV
9034,ATL,BUF
9035,ATL,BWI
9036,ATL,CAE
9037,ATL,CAK
9038,ATL,CDG
9039,ATL,CHA
9040,ATL,CHO
9041,ATL,CHS
9042,ATL,CID
9043,ATL,CLE
9044,ATL,CLT
9045,ATL,CMH
9046,ATL,COS
9047,ATL,CRW
9048,ATL,CSG
9049,ATL,CUN
9050,ATL,CVG
9051,ATL,CZM
9052,ATL,DAB
9053,ATL,DAL
9054,ATL,DAY
9055,ATL,DCA
9056,ATL,DEN
9057,ATL,DFW
9058,ATL,DHN
9059,ATL,DSM
9060,ATL,DTW
9061,ATL,DUB
9062,ATL,DUS
9063,ATL,ECP
9064,ATL,ELP
9065,ATL,EVV
9066,ATL,EWN
9067,ATL,EWR
9068,ATL,EYW
9069,ATL,FAY
9070,ATL,FCO
9071,ATL,FLL
9072,ATL,FNT
9073,ATL,FRA
9074,ATL,FSM
9075,ATL,FWA
9076,ATL,GDL
9077,ATL,GNV
9078,ATL,GPT
9079,ATL,GRB
9080,ATL,GRK
9081,ATL,GRR
9082,ATL,GSO
9083,ATL,GSP
9084,ATL,GTR
9085,ATL,HPN
9086,ATL,HSV
9087,ATL,IAD
9088,ATL,IAH
9089,ATL,ICT
9090,ATL,ILM
9091,ATL,IND
9092,ATL,JAN
9093,ATL,JAX
9094,ATL,JFK
9095,ATL,LAS
9096,ATL,LAX
9097,ATL,LEX
9098,ATL,LFT
9099,ATL,LGA
9100,ATL,LHR
