index,Source airport,Destination airport
56784,IAH,MAF
56785,IAH,MBJ
56786,IAH,MCI
56787,IAH,MCO
56788,IAH,MEM
56789,IAH,MEX
56790,IAH,MFE
56791,IAH,MGA
56792,IAH,MIA
56793,IAH,MID
56794,IAH,MKE
56795,IAH,MLM
56796,IAH,MLU
56797,IAH,MOB
56798,IAH,MSP
56799,IAH,MSY
56800,IAH,MTY
56801,IAH,MUC
56802,IAH,NAS
56803,IAH,NRT
56804,IAH,OAX
56805,IAH,OKC
56806,IAH,OMA
56807,IAH,ONT
56808,IAH,ORD
56809,IAH,ORF
56810,IAH,PBC
56811,IAH,PBI
56812,IAH,PDX
56813,IAH,PEK
56814,IAH,PHL
56815,IAH,PHX
56816,IAH,PIT
56817,IAH,PNS
56818,IAH,POS
56819,IAH,PSP
56820,IAH,PTY
56821,IAH,PVR
56822,IAH,QRO
56823,IAH,RDU
56824,IAH,RIC
56825,IAH,RSW
56826,IAH,RTB
56827,IAH,SAL
56828,IAH,SAN
56829,IAH,SAP
56830,IAH,SAT
56831,IAH,SAV
56832,IAH,SDF
56833,IAH,SEA
56834,IAH,SFO
56835,IAH,SHV
56836,IAH,SJC
56837,IAH,SJD
56838,IAH,SJO
56839,IAH,SJU
56840,IAH,SLC
56841,IAH,SLP
56842,IAH,SLW
56843,IAH,SMF
56844,IAH,SNA
56845,IAH,STL
56846,IAH,TAM
56847,IAH,TGU
56848,IAH,TPA
56849,IAH,TRC
56850,IAH,TUL
56851,IAH,TUS
56852,IAH,TYR
56853,IAH,TYS
56854,IAH,UIO
56855,IAH,VER
56856,IAH,VPS
56857,IAH,VSA
56858,IAH,XNA
56859,IAH,YEG
56860,IAH,YUL
56861,IAH,YVR
56862,IAH,YYC
56863,IAH,YYZ
56864,IAH,ZIH
56865,IAH,ZLO
56866,ICN,JFK
56867,ICN,LAX
56868,ICN,NRT
56869,ICN,REP
56870,ICN,SEA
56871,ICN,SFO
56872,ICT,DEN
56873,ICT,IAH
56874,ICT,LAX
56875,ICT,ORD
56876,IDA,DEN
56877,IGM,PGA
56878,IND,CLE
56879,IND,DEN
56880,IND,EWR
56881,IND,IAD
56882,IND,IAH
56883,IND,ORD
56884,IND,SFO
56885,ISN,DEN
56886,ITH,EWR
56887,ITO,LAX
56888,JAC,DEN
56889,JAN,IAH
56890,JAN,ORD
56891,JAX,EWR
56892,JAX,IAD
56893,JAX,IAH
56894,JAX,MHH
56895,JAX,ORD
56896,JAX,TPA
56897,JED,ADD
56898,JED,FRA
56899,JFK,BOG
56900,JFK,BRU
56901,JFK,CAI
56902,JFK,DUB
56903,JFK,FRA
56904,JFK,GVA
56905,JFK,IAD
56906,JFK,ICN
56907,JFK,JNB
56908,JFK,LAX
56909,JFK,MUC
56910,JFK,NRT
56911,JFK,PEK
56912,JFK,PTY
56913,JFK,SAL
56914,JFK,SFO
56915,JFK,VIE
56916,JFK,ZRH
56917,JHW,BFD
56918,JHW,CLE
56919,JNB,DKR
56920,JNB,JFK
56921,JST,AOO
56922,JST,IAD
56923,KGL,EBB
56924,KGL,NBO
56925,KIX,GUM
56926,KIX,SFO
56927,KOA,DEN
56928,KOA,LAX
56929,KOA,SFO
56930,KSA,KWA
56931,KSA,PNI
56932,KWA,KSA
56933,KWA,MAJ
56934,KWA,PNI
56935,KWI,BAH
56936,KWI,IAD
56937,LAD,FIH
56938,LAN,ORD
56939,LAR,DEN
56940,LAS,CLE
56941,LAS,DEN
56942,LAS,EWR
56943,LAS,FAT
56944,LAS,IAD
56945,LAS,IAH
56946,LAS,LAX
56947,LAS,ORD
56948,LAS,PSP
56949,LAS,PTY
56950,LAS,SFO
56951,LAX,ABQ
56952,LAX,AKL
56953,LAX,ASE
56954,LAX,AUS
56955,LAX,BFL
56956,LAX,BJX
56957,LAX,BOI
56958,LAX,BOS
56959,LAX,BWI
56960,LAX,CLD
56961,LAX,CLE
56962,LAX,COS
56963,LAX,CUN
56964,LAX,DEN
56965,LAX,DFW
56966,LAX,DGO
56967,LAX,EWR
56968,LAX,FAT
56969,LAX,FRA
56970,LAX,GDL
56971,LAX,HND
56972,LAX,HNL
56973,LAX,IAD
56974,LAX,IAH
56975,LAX,ICN
56976,LAX,ICT
56977,LAX,IGM
56978,LAX,ITO
56979,LAX,JFK
56980,LAX,KOA
56981,LAX,LAS
56982,LAX,LHR
56983,LAX,LIH
56984,LAX,MCO
56985,LAX,MEX
56986,LAX,MRY
56987,LAX,MSP
56988,LAX,MSY
56989,LAX,MUC
56990,LAX,NRT
56991,LAX,OGG
56992,LAX,OKC
56993,LAX,ORD
56994,LAX,PDX
56995,LAX,PEK
56996,LAX,PHX
56997,LAX,PIT
56998,LAX,PSP
56999,LAX,PTY
57000,LAX,PVG
57001,LAX,PVR
57002,LAX,RNO
57003,LAX,SAL
57004,LAX,SAN
57005,LAX,SAT
57006,LAX,SBA
57007,LAX,SBP
57008,LAX,SEA
57009,LAX,SFO
57010,LAX,SJC
57011,LAX,SJD
57012,LAX,SLC
57013,LAX,SMF
57014,LAX,SMX
57015,LAX,SYD
57016,LAX,TUS
57017,LAX,YLW
57018,LAX,YUL
57019,LAX,YUM
57020,LAX,YVR
57021,LAX,YYZ
57022,LAX,ZRH
57023,LBB,DEN
57024,LBB,IAH
57025,LBL,DDC
57026,LBL,DEN
57027,LCH,IAH
57028,LED,VIE
57029,LEX,IAH
57030,LEX,ORD
57031,LFT,IAH
57032,LFW,BRU
57033,LGA,CLE
57034,LGA,DEN
57035,LGA,IAD
57036,LGA,IAH
57037,LGA,ORD
57038,LGA,YOW
57039,LGA,YUL
57040,LGA,YYZ
57041,LHR,EWR
57042,LHR,IAD
57043,LHR,IAH
57044,LHR,LAX
57045,LHR,ORD
57046,LHR,SFO
57047,LIH,DEN
57048,LIH,HNL
57049,LIH,LAX
57050,LIH,SFO
57051,LIM,EWR
57052,LIM,IAH
57053,LIM,MIA
57054,LIR,EWR
57055,LIR,IAH
57056,LIS,EWR
57057,LIS,MIA
57058,LIS,TMS
57059,LIT,DEN
57060,LIT,IAH
57061,LIT,ORD
57062,LMT,PDX
57063,LMT,SFO
57064,LNK,DEN
57065,LNK,ORD
57066,LOS,FRA
57067,LOS,IAH
57068,LOS,PHC
57069,LRD,IAH
57070,LWB,IAD
57071,MAD,EWR
57072,MAF,DEN
57073,MAF,IAH
57074,MAJ,HNL
57075,MAJ,KWA
57076,MAN,EWR
57077,MBJ,EWR
57078,MBJ,IAD
57079,MBJ,IAH
57080,MBS,ORD
57081,MCI,CLE
57082,MCI,DEN
57083,MCI,EWR
57084,MCI,IAD
57085,MCI,IAH
57086,MCI,ORD
57087,MCI,SFO
57088,MCO,CLE
57089,MCO,DEN
57090,MCO,EWR
57091,MCO,FLL
57092,MCO,FRA
57093,MCO,GNV
57094,MCO,IAD
57095,MCO,IAH
57096,MCO,LAX
57097,MCO,MHH
57098,MCO,ORD
57099,MCO,PNS
57100,MCO,PTY
57101,MCO,RSW
57102,MCO,SFO
57103,MCO,TLH
57104,MCT,AUH
57105,MDE,MIA
57106,MDT,IAD
57107,MDT,ORD
57108,MEL,SYD
57109,MEM,DEN
57110,MEM,EWR
57111,MEM,IAH
57112,MEM,ORD
57113,MEX,DEN
57114,MEX,EWR
57115,MEX,IAD
57116,MEX,IAH
57117,MEX,LAX
57118,MEX,ORD
57119,MEX,SFO
57120,MFE,IAH
57121,MFR,DEN
57122,MFR,SFO
57123,MGA,IAH
57124,MGW,CKB
57125,MGW,IAD
57126,MHH,FLL
57127,MHH,JAX
57128,MHH,MCO
57129,MHH,PBI
57130,MHT,EWR
57131,MHT,ORD
57132,MIA,BAQ
57133,MIA,BOG
57134,MIA,CLO
57135,MIA,CTG
57136,MIA,DEN
57137,MIA,EWR
57138,MIA,FRA
57139,MIA,GUA
57140,MIA,IAD
57141,MIA,IAH
57142,MIA,LIM
57143,MIA,LIS
57144,MIA,MDE
57145,MIA,ORD
57146,MIA,PTY
57147,MIA,SAL
57148,MIA,SAP
57149,MIA,ZRH
57150,MID,IAH
57151,MKE,CLE
57152,MKE,DEN
57153,MKE,EWR
57154,MKE,IAH
57155,MKE,ORD
57156,MKG,ORD
57157,MLI,DEN
57158,MLI,ORD
57159,MLM,IAH
57160,MLU,IAH
57161,MNL,GUM
57162,MNL,ROR
57163,MOB,IAH
57164,MOB,ORD
57165,MOD,SFO
57166,MOT,DEN
57167,MRY,DEN
57168,MRY,LAX
57169,MRY,SFO
57170,MSN,DEN
57171,MSN,EWR
57172,MSN,ORD
57173,MSO,DEN
57174,MSP,CLE
57175,MSP,DEN
57176,MSP,EWR
57177,MSP,IAD
57178,MSP,IAH
57179,MSP,LAX
57180,MSP,ORD
57181,MSP,SFO
57182,MSP,YYZ
57183,MSY,CLE
57184,MSY,DEN
57185,MSY,EWR
57186,MSY,IAD
57187,MSY,IAH
57188,MSY,LAX
57189,MSY,ORD
57190,MSY,SFO
57191,MSY,YYZ
57192,MTJ,DEN
57193,MTY,IAH
57194,MTY,ORD
57195,MUC,BOS
57196,MUC,EWR
57197,MUC,IAD
57198,MUC,IAH
57199,MUC,JFK
57200,MUC,LAX
57201,MUC,ORD
57202,MUC,SFO
57203,MXP,EWR
57204,MYR,EWR
57205,MYR,ORD
57206,NAS,EWR
57207,NAS,IAH
57208,NAS,ORD
57209,NBO,BRU
57210,NBO,DAR
57211,NBO,ZRH
57212,NGO,GUM
57213,NRT,BKK
57214,NRT,DEN
57215,NRT,EWR
57216,NRT,GUM
57217,NRT,HNL
57218,NRT,IAD
57219,NRT,IAH
57220,NRT,ICN
57221,NRT,JFK
57222,NRT,LAX
57223,NRT,ORD
57224,NRT,SEA
57225,NRT,SFO
57226,NRT,SIN
57227,NRT,SJC
57228,NSI,BRU
57229,NSI,DLA
57230,OAX,IAH
57231,OGG,DEN
57232,OGG,HNL
57233,OGG,LAX
57234,OGG,ORD
57235,OGG,SFO
57236,OKC,DEN
57237,OKC,EWR
57238,OKC,IAD
57239,OKC,IAH
57240,OKC,LAX
57241,OKC,ORD
57242,OKC,SFO
57243,OKJ,GUM
57244,OMA,DEN
57245,OMA,EWR
57246,OMA,IAH
57247,OMA,ORD
57248,ONT,DEN
57249,ONT,IAH
57250,ONT,SFO
57251,ORD,ABE
57252,ORD,ABQ
57253,ORD,ACY
57254,ORD,ALB
57255,ORD,AMS
57256,ORD,ANC
57257,ORD,ATL
57258,ORD,ATW
57259,ORD,AUS
57260,ORD,AVL
57261,ORD,AVP
57262,ORD,BDL
57263,ORD,BHM
57264,ORD,BNA
57265,ORD,BOI
57266,ORD,BOS
57267,ORD,BRU
57268,ORD,BTV
57269,ORD,BUF
57270,ORD,BWI
57271,ORD,BZN
57272,ORD,CAE
57273,ORD,CAK
57274,ORD,CDG
57275,ORD,CHS
57276,ORD,CID
57277,ORD,CLE
57278,ORD,CLT
57279,ORD,CMH
57280,ORD,CMX
57281,ORD,COS
57282,ORD,CRW
57283,ORD,CUN
57284,ORD,CVG
57285,ORD,CWA
57286,ORD,DAY
57287,ORD,DCA
57288,ORD,DEN
57289,ORD,DFW
57290,ORD,DLH
57291,ORD,DSM
57292,ORD,DTW
57293,ORD,DUB
57294,ORD,DUS
57295,ORD,EAU
57296,ORD,ELM
57297,ORD,EWR
57298,ORD,FAR
57299,ORD,FLL
57300,ORD,FOE
57301,ORD,FRA
57302,ORD,FSD
57303,ORD,FWA
57304,ORD,GRB
57305,ORD,GRR
57306,ORD,GRU
57307,ORD,GSO
57308,ORD,GSP
57309,ORD,HKG
57310,ORD,HNL
57311,ORD,HPN
57312,ORD,HSV
57313,ORD,IAD
57314,ORD,IAH
57315,ORD,ICT
57316,ORD,IND
57317,ORD,JAN
57318,ORD,JAX
57319,ORD,LAN
57320,ORD,LAS
57321,ORD,LAX
57322,ORD,LEX
57323,ORD,LGA
57324,ORD,LHR
57325,ORD,LIT
57326,ORD,LNK
57327,ORD,MBS
57328,ORD,MCI
57329,ORD,MCO
57330,ORD,MDT
57331,ORD,MEM
57332,ORD,MEX
57333,ORD,MHT
57334,ORD,MIA
57335,ORD,MKE
57336,ORD,MKG
57337,ORD,MLI
57338,ORD,MOB
57339,ORD,MSN
57340,ORD,MSP
57341,ORD,MSY
57342,ORD,MTY
57343,ORD,MUC
57344,ORD,MYR
57345,ORD,NAS
57346,ORD,NRT
57347,ORD,OGG
57348,ORD,OKC
57349,ORD,OMA
57350,ORD,ORF
57351,ORD,PAH
57352,ORD,PDX
57353,ORD,PEK
57354,ORD,PHL
57355,ORD,PHX
57356,ORD,PIA
57357,ORD,PIT
57358,ORD,PNS
57359,ORD,PTY
57360,ORD,PUJ
57361,ORD,PVD
57362,ORD,PVG
57363,ORD,PVR
57364,ORD,PWM
57365,ORD,RAP
57366,ORD,RDU
57367,ORD,RIC
57368,ORD,ROA
57369,ORD,ROC
57370,ORD,RSW
57371,ORD,SAN
57372,ORD,SAT
57373,ORD,SAV
57374,ORD,SBN
57375,ORD,SCE
57376,ORD,SDF
57377,ORD,SEA
57378,ORD,SFO
57379,ORD,SGF
57380,ORD,SJD
57381,ORD,SJO
57382,ORD,SJU
57383,ORD,SLC
57384,ORD,SMF
57385,ORD,SNA
57386,ORD,SPI
57387,ORD,SRQ
57388,ORD,STC
57389,ORD,STL
57390,ORD,STT
57391,ORD,SXM
57392,ORD,SYR
57393,ORD,TPA
57394,ORD,TUL
57395,ORD,TVC
57396,ORD,TYS
57397,ORD,VIE
57398,ORD,XNA
57399,ORD,YEG
57400,ORD,YHZ
57401,ORD,YOW
57402,ORD,YQB
57403,ORD,YQR
57404,ORD,YUL
57405,ORD,YVR
57406,ORD,YWG
57407,ORD,YXE
57408,ORD,YXU
57409,ORD,YYC
57410,ORD,YYZ
57411,ORD,ZRH
57412,ORF,EWR
57413,ORF,IAD
57414,ORF,IAH
57415,ORF,ORD
57416,OSL,EWR
57417,OTH,SFO
57418,OUA,ABJ
57419,OUA,BRU
57420,PAH,ORD
57421,PBC,IAH
57422,PBI,CLE
57423,PBI,ELH
57424,PBI,EWR
57425,PBI,IAH
57426,PBI,MHH
57427,PBI,TPA
57428,PDX,DEN
57429,PDX,EUG
57430,PDX,EWR
57431,PDX,IAD
57432,PDX,IAH
57433,PDX,LAX
57434,PDX,LMT
57435,PDX,ORD
57436,PDX,RDM
57437,PDX,SEA
57438,PDX,SFO
57439,PDX,YVR
57440,PDX,YYC
57441,PEK,EWR
57442,PEK,HNL
57443,PEK,IAD
57444,PEK,IAH
57445,PEK,JFK
57446,PEK,LAX
57447,PEK,ORD
57448,PEK,SFO
57449,PGA,DEN
57450,PHC,LOS
57451,PHL,DEN
57452,PHL,IAD
57453,PHL,IAH
57454,PHL,ORD
57455,PHL,SFO
57456,PHL,YYZ
57457,PHX,CLE
57458,PHX,DEN
57459,PHX,EWR
57460,PHX,IAD
57461,PHX,IAH
57462,PHX,LAX
57463,PHX,ORD
57464,PHX,SFO
57465,PHX,SOW
57466,PIA,DEN
57467,PIA,ORD
57468,PIR,DEN
57469,PIR,HON
57470,PIT,DEN
57471,PIT,EWR
57472,PIT,IAD
57473,PIT,IAH
57474,PIT,LAX
57475,PIT,ORD
57476,PIT,SFO
57477,PIT,YYZ
57478,PKB,CLE
57479,PLS,EWR
57480,PNI,KSA
57481,PNI,KWA
57482,PNI,TKK
57483,PNS,IAH
57484,PNS,MCO
57485,PNS,ORD
57486,PNS,TPA
57487,POP,EWR
57488,POS,EWR
57489,POS,IAH
57490,PRG,BRU
57491,PSC,DEN
57492,PSC,SFO
57493,PSP,DEN
57494,PSP,IAH
57495,PSP,LAS
57496,PSP,LAX
57497,PSP,SFO
57498,PTY,BOS
57499,PTY,EWR
57500,PTY,IAD
57501,PTY,IAH
57502,PTY,JFK
57503,PTY,LAS
57504,PTY,LAX
57505,PTY,MCO
57506,PTY,MIA
57507,PTY,ORD
57508,PUB,DEN
57509,PUJ,EWR
57510,PUJ,IAD
57511,PUJ,ORD
57512,PVD,EWR
57513,PVD,IAD
57514,PVD,ORD
57515,PVG,EWR
57516,PVG,LAX
57517,PVG,ORD
57518,PVG,SFO
57519,PVR,DEN
57520,PVR,EWR
57521,PVR,IAH
57522,PVR,LAX
57523,PVR,ORD
57524,PVR,SFO
57525,QRO,IAH
57526,RAP,DEN
57527,RAP,ORD
57528,RDD,SFO
57529,RDM,DEN
57530,RDM,PDX
57531,RDM,SFO
57532,RDU,EWR
57533,RDU,IAD
57534,RDU,IAH
57535,RDU,ORD
57536,RDU,SFO
57537,REP,ICN
57538,RIC,CLE
57539,RIC,EWR
57540,RIC,IAD
57541,RIC,IAH
57542,RIC,ORD
57543,RKS,DEN
57544,RNO,DEN
57545,RNO,LAX
57546,RNO,SFO
57547,ROA,IAD
57548,ROA,ORD
57549,ROB,BRU
57550,ROC,CLE
57551,ROC,EWR
57552,ROC,IAD
57553,ROC,ORD
57554,ROP,GUM
57555,ROP,SPN
57556,ROR,GUM
57557,ROR,MNL
57558,ROR,YAP
57559,RSW,CLE
57560,RSW,DEN
57561,RSW,EWR
57562,RSW,EYW
57563,RSW,IAH
57564,RSW,MCO
57565,RSW,ORD
57566,RTB,IAH
57567,SAF,DEN
57568,SAL,DFW
57569,SAL,EWR
57570,SAL,IAH
57571,SAL,JFK
57572,SAL,LAX
57573,SAL,MIA
57574,SAL,SFO
57575,SAN,DEN
57576,SAN,EWR
57577,SAN,IAD
57578,SAN,IAH
57579,SAN,LAX
57580,SAN,ORD
57581,SAN,SFO
57582,SAP,EWR
57583,SAP,IAH
57584,SAP,MIA
57585,SAT,DEN
57586,SAT,EWR
57587,SAT,IAD
57588,SAT,IAH
57589,SAT,LAX
57590,SAT,ORD
57591,SAT,SFO
57592,SAV,EWR
57593,SAV,IAD
57594,SAV,IAH
57595,SAV,ORD
57596,SBA,DEN
57597,SBA,LAX
57598,SBA,SFO
57599,SBN,ORD
57600,SBP,LAX
57601,SBP,SFO
57602,SCE,IAD
57603,SCE,ORD
57604,SDF,CLE
57605,SDF,DEN
57606,SDF,EWR
57607,SDF,IAD
57608,SDF,IAH
57609,SDF,ORD
57610,SDJ,GUM
57611,SDQ,EWR
57612,SEA,ANC
57613,SEA,DEN
57614,SEA,EWR
57615,SEA,FRA
57616,SEA,IAD
57617,SEA,IAH
57618,SEA,ICN
57619,SEA,LAX
57620,SEA,NRT
57621,SEA,ORD
57622,SEA,PDX
57623,SEA,SFO
57624,SEA,YVR
57625,SFO,ABQ
57626,SFO,ACV
57627,SFO,AKL
57628,SFO,ATL
57629,SFO,AUS
57630,SFO,BFL
57631,SFO,BOI
57632,SFO,BOS
57633,SFO,BUR
57634,SFO,BWI
57635,SFO,CDG
57636,SFO,CEC
57637,SFO,CIC
57638,SFO,CLE
57639,SFO,COS
57640,SFO,CUN
57641,SFO,DCA
57642,SFO,DEN
57643,SFO,DFW
57644,SFO,EUG
57645,SFO,EWR
57646,SFO,FAT
57647,SFO,FLL
57648,SFO,FRA
57649,SFO,GDL
57650,SFO,HKG
57651,SFO,HNL
57652,SFO,IAD
57653,SFO,IAH
57654,SFO,ICN
57655,SFO,IND
57656,SFO,JFK
57657,SFO,KIX
57658,SFO,KOA
57659,SFO,LAS
57660,SFO,LAX
57661,SFO,LHR
57662,SFO,LIH
57663,SFO,LMT
57664,SFO,MCI
57665,SFO,MCO
57666,SFO,MEX
57667,SFO,MFR
57668,SFO,MOD
57669,SFO,MRY
57670,SFO,MSP
57671,SFO,MSY
57672,SFO,MUC
57673,SFO,NRT
57674,SFO,OGG
57675,SFO,OKC
57676,SFO,ONT
57677,SFO,ORD
57678,SFO,OTH
57679,SFO,PDX
57680,SFO,PEK
57681,SFO,PHL
57682,SFO,PHX
57683,SFO,PIT
57684,SFO,PSC
57685,SFO,PSP
57686,SFO,PVG
57687,SFO,PVR
57688,SFO,RDD
57689,SFO,RDM
57690,SFO,RDU
57691,SFO,RNO
57692,SFO,SAL
57693,SFO,SAN
57694,SFO,SAT
57695,SFO,SBA
57696,SFO,SBP
57697,SFO,SEA
57698,SFO,SJD
57699,SFO,SLC
57700,SFO,SMF
57701,SFO,SNA
57702,SFO,STL
57703,SFO,SYD
57704,SFO,TPE
57705,SFO,TUS
57706,SFO,YEG
57707,SFO,YUL
57708,SFO,YVR
57709,SFO,YYC
57710,SFO,YYJ
57711,SFO,YYZ
57712,SFO,ZRH
57713,SGF,DEN
57714,SGF,ORD
57715,SGN,HKG
57716,SGU,DEN
57717,SHD,IAD
57718,SHV,DEN
57719,SHV,IAH
57720,SIN,HKG
57721,SIN,NRT
57722,SJC,DEN
57723,SJC,IAH
57724,SJC,LAX
57725,SJC,NRT
57726,SJD,DEN
57727,SJD,EWR
57728,SJD,IAH
57729,SJD,LAX
57730,SJD,ORD
57731,SJD,SFO
57732,SJO,EWR
57733,SJO,IAD
57734,SJO,IAH
57735,SJO,ORD
57736,SJU,EIS
57737,SJU,EWR
57738,SJU,IAD
57739,SJU,IAH
57740,SJU,ORD
57741,SLC,DEN
57742,SLC,IAH
57743,SLC,LAX
57744,SLC,ORD
57745,SLC,SFO
57746,SLP,IAH
57747,SLW,IAH
57748,SMF,ACV
57749,SMF,DEN
57750,SMF,IAD
57751,SMF,IAH
57752,SMF,LAX
57753,SMF,ORD
57754,SMF,SFO
57755,SMX,LAX
57756,SNA,DEN
57757,SNA,EWR
57758,SNA,IAH
57759,SNA,ORD
57760,SNA,SFO
57761,SNN,EWR
57762,SOW,FMN
57763,SOW,PHX
57764,SPN,GUM
57765,SPN,ROP
57766,SRQ,ORD
57767,STC,ORD
57768,STL,CLE
57769,STL,DEN
57770,STL,EWR
57771,STL,IAD
57772,STL,IAH
57773,STL,ORD
57774,STL,SFO
57775,STL,YYZ
57776,STR,EWR
57777,STT,EWR
57778,STT,IAD
57779,STT,ORD
57780,STT,SJU
57781,SXM,EWR
57782,SXM,IAD
57783,SXM,ORD
57784,SYD,LAX
57785,SYD,MEL
57786,SYD,SFO
57787,SYR,CLE
57788,SYR,EWR
57789,SYR,IAD
57790,SYR,ORD
57791,TAM,IAH
57792,TCB,FLL
57793,TGU,IAH
57794,TKK,GUM
57795,TKK,PNI
57796,TLH,MCO
57797,TLH,TPA
57798,TLV,EWR
57799,TPA,CLE
57800,TPA,DEN
57801,TPA,EWR
57802,TPA,EYW
57803,TPA,FLL
57804,TPA,GNV
57805,TPA,IAD
57806,TPA,IAH
57807,TPA,JAX
57808,TPA,ORD
57809,TPA,PBI
57810,TPA,PNS
57811,TPA,TLH
57812,TPE,SFO
57813,TRC,IAH
57814,TRN,BRU
57815,TSE,ALA
57816,TSE,FRA
57817,TUL,DEN
57818,TUL,EWR
57819,TUL,IAD
57820,TUL,IAH
57821,TUL,ORD
57822,TUS,DEN
57823,TUS,IAH
57824,TUS,LAX
57825,TUS,SFO
57826,TVC,ORD
57827,TXL,EWR
57828,TYR,IAH
57829,TYS,DEN
57830,TYS,EWR
57831,TYS,IAD
57832,TYS,IAH
57833,TYS,ORD
57834,UIO,IAH
57835,UVF,EWR
57836,VER,IAH
57837,VIE,DME
57838,VIE,EVN
57839,VIE,IAD
57840,VIE,JFK
57841,VIE,LED
57842,VIE,ORD
57843,VPS,IAH
57844,VSA,IAH
57845,WRL,CYS
57846,XNA,DEN
57847,XNA,EWR
57848,XNA,IAH
57849,XNA,ORD
57850,YAP,GUM
57851,YAP,ROR
57852,YEG,DEN
57853,YEG,EWR
57854,YEG,IAH
57855,YEG,ORD
57856,YEG,SFO
57857,YHZ,BOS
57858,YHZ,EWR
57859,YHZ,ORD
57860,YLW,LAX
57861,YMM,DEN
57862,YOW,BOS
57863,YOW,EWR
57864,YOW,IAD
57865,YOW,LGA
57866,YOW,ORD
57867,YQB,EWR
57868,YQB,ORD
57869,YQM,EWR
57870,YQR,DEN
57871,YQR,ORD
57872,YUL,BDL
57873,YUL,BOS
57874,YUL,DEN
57875,YUL,EWR
57876,YUL,GVA
57877,YUL,IAD
57878,YUL,IAH
57879,YUL,LAX
57880,YUL,LGA
57881,YUL,ORD
57882,YUL,SFO
57883,YUL,YYZ
57884,YUM,LAX
57885,YVR,DEN
57886,YVR,EWR
57887,YVR,IAH
57888,YVR,LAX
57889,YVR,ORD
57890,YVR,PDX
57891,YVR,SEA
57892,YVR,SFO
57893,YWG,DEN
57894,YWG,ORD
57895,YXE,DEN
57896,YXE,ORD
57897,YXU,ORD
57898,YYC,DEN
57899,YYC,IAH
57900,YYC,ORD
57901,YYC,PDX
57902,YYC,SFO
57903,YYJ,SFO
57904,YYT,EWR
57905,YYZ,ATL
57906,YYZ,BDL
57907,YYZ,BOS
57908,YYZ,CLE
57909,YYZ,CMH
57910,YYZ,DEN
57911,YYZ,DFW
57912,YYZ,DTW
57913,YYZ,EWR
57914,YYZ,IAD
57915,YYZ,IAH
57916,YYZ,LAX
57917,YYZ,LGA
57918,YYZ,MSP
57919,YYZ,MSY
57920,YYZ,ORD
57921,YYZ,PHL
57922,YYZ,PIT
57923,YYZ,SFO
57924,YYZ,STL
57925,YYZ,YUL
57926,ZIH,IAH
57927,ZLO,IAH
57928,ZRH,BOS
57929,ZRH,EWR
57930,ZRH,IAD
57931,ZRH,JFK
57932,ZRH,LAX
57933,ZRH,MIA
57934,ZRH,NBO
57935,ZRH,ORD
57936,ZRH,SFO
57937,LPY,ORY
57938,ORY,LPY
57939,ADE,ASM
57940,ADE,DXB
57941,ASM,ADE
57942,ASM,JED
57943,ASM,JUB
57944,ASM,KRT
57945,ASM,NBO
57946,DXB,ADE
57947,EBB,ASM
57948,JED,ASM
57949,JUB,EBB
57950,JUB,KRT
57951,KRT,ASM
57952,KRT,JUB
57953,MSW,ASM
57954,NBO,ASM
57955,BEN,SFA
57956,DJE,TUN
57957,GAE,TOE
57958,GAE,TUN
57959,GAF,GAE
57960,GAF,TOE
57961,MIR,TIP
57962,MIR,TUN
57963,MLA,TUN
57964,NAP,TUN
57965,SFA,BEN
57966,SFA,TIP
57967,SFA,TUN
57968,TIP,MIR
57969,TIP,SFA
57970,TOE,TUN
57971,TUN,DJE
57972,TUN,GAE
57973,TUN,GAF
57974,TUN,MIR
57975,TUN,MLA
57976,TUN,NAP
57977,TUN,SFA
57978,TUN,TOE
57979,AHB,CAI
57980,CAI,AHB
57981,CAI,ELQ
57982,CAI,TIF
57983,CAI,TUU
57984,CAI,YNB
57985,DOK,IST
57986,DOK,KBP
57987,ELQ,CAI
57988,GYD,KBP
57989,HBE,JED
57990,IST,DOK
57991,IST,KBP
57992,IST,ODS
57993,JED,HBE
57994,KBP,AYT
57995,KBP,DOK
57996,KBP,GYD
57997,KBP,IST
57998,KBP,LED
57999,KBP,ODS
58000,KBP,SIP
58001,KBP,SVO
58002,LED,KBP
58003,ODS,KBP
58004,ODS,SVO
58005,SIP,KBP
58006,SVO,KBP
58007,SVO,ODS
58008,TIF,CAI
58009,TUU,CAI
58010,YNB,CAI
58011,AMM,AUH
58012,AUH,AMM
58013,AUH,CMB
58014,BAH,CMB
58015,BKK,CAN
58016,BKK,CMB
58017,BKK,HKG
58018,BLR,CMB
58019,BOM,CMB
58020,BTC,GIU
58021,CAN,BKK
58022,CDG,CMB
58023,CGK,CMB
58024,CMB,AUH
58025,CMB,BAH
58026,CMB,BKK
58027,CMB,BLR
58028,CMB,BOM
58029,CMB,CDG
58030,CMB,CGK
58031,CMB,COK
58032,CMB,DAC
58033,CMB,DEL
58034,CMB,DME
58035,CMB,DMM
58036,CMB,DOH
58037,CMB,DXB
58038,CMB,FCO
58039,CMB,FRA
58040,CMB,GIU
58041,CMB,HRI
58042,CMB,IXM
58043,CMB,JED
58044,CMB,KCT
58045,CMB,KHI
58046,CMB,KUL
58047,CMB,KWI
58048,CMB,LHR
58049,CMB,MAA
58050,CMB,MCT
58051,CMB,MLE
58052,CMB,NRT
58053,CMB,PEK
